Ticker,Sector,Industry
PROK,Healthcare,Biotechnology
MNMD,Healthcare,Biotechnology
IDYA,Healthcare,Biotechnology
MLCO,Consumer Cyclical,Resorts & Casinos
CTKB,Healthcare,Medical Devices
DLO,Technology,Software - Infrastructure
AVAV,Industrials,Aerospace & Defense
FWONK,Communication Services,Entertainment
STAA,Healthcare,Medical Instruments & Supplies
PHLT,Healthcare,Health Information Services
IAC,Communication Services,Internet Content & Information
PZZA,Consumer Cyclical,Restaurants
CAR,Industrials,Rental & Leasing Services
ZS,Technology,Software - Infrastructure
CAKE,Consumer Cyclical,Restaurants
FHB,Financial,Banks - Regional
PNFP,Financial,Banks - Regional
ARQT,Healthcare,Biotechnology
FLY,Industrials,Aerospace & Defense
TXRH,Consumer Cyclical,Restaurants
TMDX,Healthcare,Medical Devices
SSNC,Technology,Software - Application
UDMY,Consumer Defensive,Education & Training Services
ASO,Consumer Cyclical,Specialty Retail
FRPT,Consumer Defensive,Packaged Foods
FUTU,Financial,Capital Markets
BASE,Technology,Software - Infrastructure
LAUR,Consumer Defensive,Education & Training Services
DRS,Industrials,Aerospace & Defense
NVCR,Healthcare,Medical Devices
GDS,Technology,Information Technology Services
KURA,Healthcare,Biotechnology
WVE,Healthcare,Biotechnology
FIVN,Technology,Software - Infrastructure
QFIN,Financial,Credit Services
JBHT,Industrials,Integrated Freight & Logistics
CRON,Healthcare,Drug Manufacturers - Specialty & Generic
VBTX,Financial,Banks - Regional
EH,Industrials,Aerospace & Defense
VERA,Healthcare,Biotechnology
FIVE,Consumer Cyclical,Specialty Retail
LNTH,Healthcare,Drug Manufacturers - Specialty & Generic
HAS,Consumer Cyclical,Leisure
VIR,Healthcare,Biotechnology
ALGN,Healthcare,Medical Instruments & Supplies
WB,Communication Services,Internet Content & Information
AAON,Industrials,Building Products & Equipment
ALEC,Healthcare,Biotechnology
ABUS,Healthcare,Biotechnology
EOLS,Healthcare,Drug Manufacturers - Specialty & Generic
QURE,Healthcare,Biotechnology
MNDY,Technology,Software - Application
EXTR,Technology,Communication Equipment
SMPL,Consumer Defensive,Packaged Foods
REG,Real Estate,REIT - Retail
AVDL,Healthcare,Drug Manufacturers - Specialty & Generic
OLPX,Consumer Cyclical,Specialty Retail
AUPH,Healthcare,Biotechnology
PAA,Energy,Oil & Gas Midstream
AVPT,Technology,Software - Infrastructure
VRSK,Industrials,Consulting Services
LRMR,Healthcare,Biotechnology
MCW,Consumer Cyclical,Auto & Truck Dealerships
LBTYK,Communication Services,Telecom Services
TROW,Financial,Asset Management
ASML,Technology,Semiconductor Equipment & Materials
OCUL,Healthcare,Biotechnology
ALKT,Technology,Software - Application
URBN,Consumer Cyclical,Apparel Retail
SRAD,Technology,Software - Application
SFNC,Financial,Banks - Regional
CLDX,Healthcare,Biotechnology
TW,Financial,Capital Markets
AMPL,Technology,Software - Application
MLYS,Healthcare,Biotechnology
IMVT,Healthcare,Biotechnology
ARHS,Consumer Cyclical,Specialty Retail
CCEP,Consumer Defensive,Beverages - Non-Alcoholic
CDNA,Healthcare,Diagnostics & Research
BILI,Communication Services,Internet Content & Information
TNDM,Healthcare,Medical Devices
LNT,Utilities,Utilities - Regulated Electric
NEGG,Consumer Cyclical,Internet Retail
OS,Technology,Software - Infrastructure
CROX,Consumer Cyclical,Footwear & Accessories
AVAH,Healthcare,Medical Care Facilities
BLMN,Consumer Cyclical,Restaurants
SMTC,Technology,Semiconductors
ADPT,Healthcare,Biotechnology
UROY,Energy,Uranium
ATEC,Healthcare,Medical Devices
AHCO,Healthcare,Medical Devices
WYFI,Technology,Software - Application
ZVRA,Healthcare,Biotechnology
TCOM,Consumer Cyclical,Travel Services
SHC,Healthcare,Diagnostics & Research
CTLP,Technology,Software - Infrastructure
MYGN,Healthcare,Diagnostics & Research
TRMB,Technology,Scientific & Technical Instruments
SONO,Technology,Consumer Electronics
ADTN,Technology,Communication Equipment
WOOF,Consumer Cyclical,Specialty Retail
PPC,Consumer Defensive,Packaged Foods
TEAM,Technology,Software - Application
LINE,Real Estate,REIT - Industrial
AKRO,Healthcare,Biotechnology
MAR,Consumer Cyclical,Lodging
PENG,Technology,Information Technology Services
PGNY,Healthcare,Healthcare Plans
EVRG,Utilities,Utilities - Regulated Electric
VCYT,Healthcare,Diagnostics & Research
PLAY,Communication Services,Entertainment
GH,Healthcare,Diagnostics & Research
STLD,Basic Materials,Steel
LAB,Healthcare,Medical Devices
TWST,Healthcare,Diagnostics & Research
CNDT,Technology,Information Technology Services
DFDV,Technology,Software - Infrastructure
RVMD,Healthcare,Biotechnology
AMSC,Industrials,Specialty Industrial Machinery
BSY,Technology,Software - Application
TENB,Technology,Software - Infrastructure
STGW,Communication Services,Advertising Agencies
CDW,Technology,Information Technology Services
PDYN,Technology,Software - Infrastructure
VSTM,Healthcare,Biotechnology
NTRS,Financial,Asset Management
INOD,Technology,Information Technology Services
SKYT,Technology,Semiconductors
SNDL,Consumer Defensive,Beverages - Wineries & Distilleries
VERX,Technology,Software - Application
LILAK,Communication Services,Telecom Services
WMG,Communication Services,Entertainment
NNDM,Technology,Computer Hardware
CLNE,Energy,Oil & Gas Refining & Marketing
ECX,Consumer Cyclical,Auto Parts
RLAY,Healthcare,Biotechnology
MDB,Technology,Software - Infrastructure
PFG,Financial,Asset Management
SLDB,Healthcare,Biotechnology
AIOT,Technology,Software - Infrastructure
EXAS,Healthcare,Diagnostics & Research
EXPI,Real Estate,Real Estate Services
CORT,Healthcare,Biotechnology
TALK,Healthcare,Health Information Services
AMRX,Healthcare,Drug Manufacturers - Specialty & Generic
NWS,Communication Services,Entertainment
WSC,Industrials,Rental & Leasing Services
CME,Financial,Financial Data & Stock Exchanges
SFIX,Consumer Cyclical,Apparel Retail
FTRE,Healthcare,Biotechnology
CCOI,Communication Services,Telecom Services
BRY,Energy,Oil & Gas E&P
NN,Technology,Software - Infrastructure
CBRL,Consumer Cyclical,Restaurants
APLS,Healthcare,Biotechnology
TSSI,Technology,Information Technology Services
TGTX,Healthcare,Biotechnology
ACDC,Energy,Oil & Gas Equipment & Services
CHTR,Communication Services,Telecom Services
SVC,Real Estate,REIT - Hotel & Motel
LXRX,Healthcare,Biotechnology
BZ,Communication Services,Internet Content & Information
CRNC,Technology,Software - Application
TXG,Healthcare,Health Information Services
IONS,Healthcare,Biotechnology
PSNY,Consumer Cyclical,Auto Manufacturers
ALKS,Healthcare,Drug Manufacturers - Specialty & Generic
TPG,Financial,Asset Management
CSIQ,Technology,Solar
WYNN,Consumer Cyclical,Resorts & Casinos
ACAD,Healthcare,Biotechnology
TIGO,Communication Services,Telecom Services
ADSK,Technology,Software - Application
OPCH,Healthcare,Medical Care Facilities
SRRK,Healthcare,Biotechnology
SGML,Basic Materials,Other Industrial Metals & Mining
VRTX,Healthcare,Biotechnology
ALGM,Technology,Semiconductors
RCKT,Healthcare,Biotechnology
PCT,Industrials,Pollution & Treatment Controls
CEG,Utilities,Utilities - Renewable
NXPI,Technology,Semiconductors
ARVN,Healthcare,Biotechnology
NCNO,Technology,Software - Application
ZION,Financial,Banks - Regional
VRNS,Technology,Software - Infrastructure
SNDX,Healthcare,Biotechnology
GRRR,Technology,Software - Infrastructure
NEO,Healthcare,Diagnostics & Research
LZ,Industrials,Specialty Business Services
ANNX,Healthcare,Biotechnology
TRI,Industrials,Specialty Business Services
CPRX,Healthcare,Biotechnology
EXPE,Consumer Cyclical,Travel Services
FIP,Industrials,Conglomerates
AMLX,Healthcare,Biotechnology
LX,Financial,Credit Services
TTWO,Communication Services,Electronic Gaming & Multimedia
AUTL,Healthcare,Biotechnology
ILMN,Healthcare,Diagnostics & Research
RARE,Healthcare,Biotechnology
MRVI,Healthcare,Biotechnology
CTMX,Healthcare,Biotechnology
SVRA,Healthcare,Biotechnology
HSAI,Consumer Cyclical,Auto Parts
LIN,Basic Materials,Specialty Chemicals
BIIB,Healthcare,Drug Manufacturers - General
CYTK,Healthcare,Biotechnology
SFM,Consumer Defensive,Grocery Stores
TTMI,Technology,Electronic Components
LI,Consumer Cyclical,Auto Manufacturers
ISRG,Healthcare,Medical Instruments & Supplies
MRX,Financial,Capital Markets
ROKU,Communication Services,Entertainment
FSLR,Technology,Solar
SBRA,Real Estate,REIT - Healthcare Facilities
CENX,Basic Materials,Aluminum
SUIG,Financial,Credit Services
CERT,Healthcare,Health Information Services
APPS,Technology,Software - Application
TTEK,Industrials,Engineering & Construction
ADP,Technology,Software - Application
NMRK,Real Estate,Real Estate Services
PCVX,Healthcare,Biotechnology
ULCC,Industrials,Airlines
BMBL,Communication Services,Internet Content & Information
CGNX,Technology,Scientific & Technical Instruments
FANG,Energy,Oil & Gas E&P
FOX,Communication Services,Entertainment
BRZE,Technology,Software - Application
CTAS,Industrials,Specialty Business Services
GTLB,Technology,Software - Infrastructure
PRCH,Technology,Software - Application
JAMF,Technology,Software - Application
FLYW,Technology,Software - Infrastructure
ACGL,Financial,Insurance - Diversified
OUST,Technology,Electronic Components
AEVA,Technology,Software - Infrastructure
INTU,Technology,Software - Application
FULT,Financial,Banks - Regional
PTLO,Consumer Cyclical,Restaurants
ODFL,Industrials,Trucking
EXLS,Technology,Information Technology Services
BEAM,Healthcare,Biotechnology
SLNO,Healthcare,Biotechnology
GDYN,Technology,Information Technology Services
SNY,Healthcare,Drug Manufacturers - General
AAOI,Technology,Communication Equipment
VNOM,Energy,Oil & Gas Midstream
SHOO,Consumer Cyclical,Footwear & Accessories
VIAV,Technology,Communication Equipment
LQDA,Healthcare,Biotechnology
GGAL,Financial,Banks - Regional
TVTX,Healthcare,Biotechnology
ALT,Healthcare,Biotechnology
LITE,Technology,Communication Equipment
TECH,Healthcare,Biotechnology
ABTC,Financial,Capital Markets
BRKR,Healthcare,Medical Devices
DOCU,Technology,Software - Application
PLTK,Communication Services,Electronic Gaming & Multimedia
Z,Communication Services,Internet Content & Information
CRMD,Healthcare,Biotechnology
SATL,Industrials,Aerospace & Defense
COST,Consumer Defensive,Discount Stores
CHRW,Industrials,Integrated Freight & Logistics
PENN,Consumer Cyclical,Resorts & Casinos
VOD,Communication Services,Telecom Services
ROST,Consumer Cyclical,Apparel Retail
MQ,Technology,Software - Infrastructure
MNKD,Healthcare,Biotechnology
RZLT,Healthcare,Biotechnology
CRML,Basic Materials,Other Industrial Metals & Mining
ARDX,Healthcare,Biotechnology
STX,Technology,Computer Hardware
RNA,Healthcare,Biotechnology
DNLI,Healthcare,Biotechnology
MAT,Consumer Cyclical,Leisure
RELY,Technology,Software - Infrastructure
ARWR,Healthcare,Biotechnology
NFLX,Communication Services,Entertainment
JACK,Consumer Cyclical,Restaurants
BMRN,Healthcare,Biotechnology
CDNS,Technology,Software - Application
GLPI,Real Estate,REIT - Specialty
SIRI,Communication Services,Entertainment
GOSS,Healthcare,Biotechnology
SYM,Industrials,Specialty Industrial Machinery
PEGA,Technology,Software - Application
ADI,Technology,Semiconductors
NVAX,Healthcare,Biotechnology
AMKR,Technology,Semiconductor Equipment & Materials
TDUP,Consumer Cyclical,Internet Retail
CRSP,Healthcare,Biotechnology
ATAI,Healthcare,Biotechnology
PRME,Healthcare,Biotechnology
HNST,Consumer Defensive,Household & Personal Products
CHYM,Technology,Software - Application
FRSH,Technology,Software - Application
COO,Healthcare,Medical Instruments & Supplies
INCY,Healthcare,Biotechnology
GDRX,Healthcare,Health Information Services
SEDG,Technology,Solar
BTSG,Healthcare,Health Information Services
LTBR,Industrials,Electrical Equipment & Parts
GNTX,Consumer Cyclical,Auto Parts
LFST,Healthcare,Medical Care Facilities
INSM,Healthcare,Biotechnology
HSIC,Healthcare,Medical Distribution
DVAX,Healthcare,Drug Manufacturers - Specialty & Generic
EYE,Consumer Cyclical,Specialty Retail
MKSI,Technology,Scientific & Technical Instruments
ORIC,Healthcare,Biotechnology
EVGO,Consumer Cyclical,Specialty Retail
CSGP,Real Estate,Real Estate Services
OKTA,Technology,Software - Infrastructure
METC,Basic Materials,Coking Coal
LWLG,Basic Materials,Specialty Chemicals
AEP,Utilities,Utilities - Regulated Electric
GEMI,Financial,Capital Markets
GO,Consumer Defensive,Grocery Stores
PINC,Healthcare,Health Information Services
GPRE,Basic Materials,Chemicals
BTDR,Technology,Software - Application
PGY,Technology,Software - Infrastructure
WDAY,Technology,Software - Application
ZM,Technology,Software - Application
UPXI,Communication Services,Internet Content & Information
ABCL,Healthcare,Biotechnology
NXT,Technology,Solar
OCGN,Healthcare,Biotechnology
FIGR,Financial,Capital Markets
XRAY,Healthcare,Medical Instruments & Supplies
SAIL,Technology,Software - Infrastructure
BBIO,Healthcare,Biotechnology
ARCC,Financial,Asset Management
CELH,Consumer Defensive,Beverages - Non-Alcoholic
ENTG,Technology,Semiconductor Equipment & Materials
SNPS,Technology,Software - Infrastructure
RUM,Communication Services,Internet Content & Information
COGT,Healthcare,Biotechnology
HALO,Healthcare,Biotechnology
TTAN,Technology,Software - Application
GEHC,Healthcare,Medical Devices
SPRY,Healthcare,Biotechnology
TIGR,Financial,Capital Markets
SNDK,Technology,Computer Hardware
ETSY,Consumer Cyclical,Internet Retail
TRIP,Consumer Cyclical,Travel Services
REAL,Consumer Cyclical,Luxury Goods
BCRX,Healthcare,Drug Manufacturers - Specialty & Generic
DYN,Healthcare,Biotechnology
AZN,Healthcare,Drug Manufacturers - General
LKQ,Consumer Cyclical,Auto Parts
XERS,Healthcare,Biotechnology
CMPX,Healthcare,Biotechnology
STNE,Technology,Software - Infrastructure
TSCO,Consumer Cyclical,Specialty Retail
GTX,Consumer Cyclical,Auto Parts
SRPT,Healthcare,Biotechnology
GFS,Technology,Semiconductors
KMB,Consumer Defensive,Household & Personal Products
SABR,Technology,Software - Infrastructure
SLM,Financial,Credit Services
NWSA,Communication Services,Entertainment
SATS,Communication Services,Telecom Services
SHLS,Technology,Solar
IRDM,Communication Services,Telecom Services
XP,Financial,Capital Markets
CRWD,Technology,Software - Infrastructure
AKAM,Technology,Software - Infrastructure
DLTR,Consumer Defensive,Discount Stores
EBC,Financial,Banks - Regional
GOGO,Communication Services,Telecom Services
NTAP,Technology,Software - Infrastructure
VKTX,Healthcare,Biotechnology
TMC,Basic Materials,Other Industrial Metals & Mining
VMEO,Technology,Software - Application
TMUS,Communication Services,Telecom Services
CLOV,Healthcare,Healthcare Plans
PCAR,Industrials,Farm & Heavy Construction Machinery
BIDU,Communication Services,Internet Content & Information
ADBE,Technology,Software - Application
PPTA,Basic Materials,Other Precious Metals & Mining
EXEL,Healthcare,Biotechnology
CFLT,Technology,Software - Infrastructure
PAYX,Technology,Software - Application
KOPN,Technology,Electronic Components
TNGX,Healthcare,Biotechnology
LULU,Consumer Cyclical,Apparel Retail
NEXT,Energy,Oil & Gas Equipment & Services
LCID,Consumer Cyclical,Auto Manufacturers
FLEX,Technology,Electronic Components
GLXY,Financial,Capital Markets
EU,Energy,Uranium
IBKR,Financial,Capital Markets
TRVI,Healthcare,Biotechnology
ALHC,Healthcare,Healthcare Plans
FLNC,Utilities,Utilities - Renewable
MGNI,Communication Services,Advertising Agencies
LUNR,Industrials,Aerospace & Defense
ADMA,Healthcare,Biotechnology
VNET,Technology,Information Technology Services
EA,Communication Services,Electronic Gaming & Multimedia
FITB,Financial,Banks - Regional
BLDP,Industrials,Specialty Industrial Machinery
MTCH,Communication Services,Internet Content & Information
HOLX,Healthcare,Medical Instruments & Supplies
ENVX,Industrials,Electrical Equipment & Parts
AMGN,Healthcare,Drug Manufacturers - General
ABSI,Healthcare,Biotechnology
INDI,Technology,Semiconductor Equipment & Materials
ARM,Technology,Semiconductors
SHOP,Technology,Software - Application
PANW,Technology,Software - Infrastructure
MBLY,Consumer Cyclical,Auto Parts
ARRY,Technology,Solar
SWKS,Technology,Semiconductors
FOXA,Communication Services,Entertainment
DKNG,Consumer Cyclical,Gambling
PSEC,Financial,Asset Management
BGC,Financial,Capital Markets
ABNB,Consumer Cyclical,Travel Services
SMMT,Healthcare,Biotechnology
FYBR,Communication Services,Telecom Services
AFRM,Technology,Software - Infrastructure
DNUT,Consumer Defensive,Grocery Stores
GEN,Technology,Software - Infrastructure
PACB,Healthcare,Medical Devices
NWL,Consumer Defensive,Household & Personal Products
RMBS,Technology,Semiconductors
HUT,Financial,Capital Markets
TER,Technology,Semiconductor Equipment & Materials
UPWK,Communication Services,Internet Content & Information
CGC,Healthcare,Drug Manufacturers - Specialty & Generic
PAYO,Technology,Software - Infrastructure
NB,Basic Materials,Other Industrial Metals & Mining
COMM,Technology,Communication Equipment
UPST,Financial,Credit Services
XEL,Utilities,Utilities - Regulated Electric
ORLY,Consumer Cyclical,Auto Parts
SSRM,Basic Materials,Gold
DDOG,Technology,Software - Application
NTSK,Technology,Software - Application
OPK,Healthcare,Diagnostics & Research
DBX,Technology,Software - Infrastructure
DASH,Consumer Cyclical,Internet Retail
GTM,Technology,Software - Application
USAR,Basic Materials,Other Industrial Metals & Mining
ESPR,Healthcare,Drug Manufacturers - Specialty & Generic
CG,Financial,Asset Management
HON,Industrials,Conglomerates
WDC,Technology,Computer Hardware
EBAY,Consumer Cyclical,Internet Retail
MVIS,Technology,Scientific & Technical Instruments
APA,Energy,Oil & Gas E&P
UAL,Industrials,Airlines
BZAI,Technology,Software - Application
INDV,Healthcare,Drug Manufacturers - Specialty & Generic
ERIC,Technology,Communication Equipment
QRVO,Technology,Semiconductors
HTZ,Industrials,Rental & Leasing Services
AKBA,Healthcare,Drug Manufacturers - Specialty & Generic
ROIV,Healthcare,Biotechnology
EXE,Energy,Oil & Gas E&P
MTSR,Healthcare,Biotechnology
GPRO,Technology,Consumer Electronics
NEOG,Healthcare,Diagnostics & Research
EXC,Utilities,Utilities - Regulated Electric
PEP,Consumer Defensive,Beverages - Non-Alcoholic
GT,Consumer Cyclical,Auto Parts
GILD,Healthcare,Drug Manufacturers - General
CRDO,Technology,Semiconductors
INVZ,Consumer Cyclical,Auto Parts
MNST,Consumer Defensive,Beverages - Non-Alcoholic
SANA,Healthcare,Biotechnology
MVST,Consumer Cyclical,Auto Parts
COIN,Financial,Financial Data & Stock Exchanges
ASPI,Basic Materials,Chemicals
PGEN,Healthcare,Biotechnology
MCHP,Technology,Semiconductors
VSAT,Technology,Communication Equipment
NNE,Industrials,Specialty Industrial Machinery
NDAQ,Financial,Financial Data & Stock Exchanges
FOLD,Healthcare,Biotechnology
ONB,Financial,Banks - Regional
AQST,Healthcare,Drug Manufacturers - Specialty & Generic
FAST,Industrials,Industrial Distribution
RPRX,Healthcare,Biotechnology
CORZ,Technology,Software - Infrastructure
LSCC,Technology,Semiconductors
RUN,Technology,Solar
CPB,Consumer Defensive,Packaged Foods
COLB,Financial,Banks - Regional
CTSH,Technology,Information Technology Services
EVLV,Industrials,Security & Protection Services
GEVO,Basic Materials,Specialty Chemicals
PTEN,Energy,Oil & Gas Drilling
NTLA,Healthcare,Biotechnology
SBUX,Consumer Cyclical,Restaurants
UNIT,Real Estate,REIT - Specialty
BULL,Technology,Software - Application
BKR,Energy,Oil & Gas Equipment & Services
CCCS,Technology,Software - Application
TXN,Technology,Semiconductors
VERI,Technology,Software - Infrastructure
DEFT,Financial,Capital Markets
TSHA,Healthcare,Biotechnology
MDLZ,Consumer Defensive,Confectioners
CART,Consumer Cyclical,Internet Retail
ABAT,Industrials,Waste Management
PDD,Consumer Cyclical,Internet Retail
RCAT,Industrials,Aerospace & Defense
TEM,Healthcare,Health Information Services
MSTR,Technology,Software - Application
ALTS,Technology,Software - Application
ETHZ,Healthcare,Biotechnology
VLY,Financial,Banks - Regional
ON,Technology,Semiconductors
AIIO,Consumer Cyclical,Auto Manufacturers
MRNA,Healthcare,Biotechnology
NBIS,Technology,Software - Infrastructure
ACHC,Healthcare,Medical Care Facilities
AMAT,Technology,Semiconductor Equipment & Materials
DJT,Communication Services,Internet Content & Information
PTON,Consumer Cyclical,Leisure
QCOM,Technology,Semiconductors
PYPL,Financial,Credit Services
IBRX,Healthcare,Biotechnology
CPRT,Industrials,Specialty Business Services
SLDP,Consumer Cyclical,Auto Parts
ASTS,Technology,Communication Equipment
DXCM,Healthcare,Medical Devices
PSKY,Communication Services,Entertainment
IQ,Communication Services,Entertainment
ALAB,Technology,Semiconductors
JBLU,Industrials,Airlines
FTNT,Technology,Software - Infrastructure
WRD,Technology,Software - Application
IOVA,Healthcare,Biotechnology
WAY,Healthcare,Health Information Services
QSI,Healthcare,Medical Devices
META,Communication Services,Internet Content & Information
LRCX,Technology,Semiconductor Equipment & Materials
RZLV,Technology,Software - Infrastructure
ASST,Communication Services,Internet Content & Information
GERN,Healthcare,Biotechnology
KDP,Consumer Defensive,Beverages - Non-Alcoholic
RKLB,Industrials,Aerospace & Defense
CSX,Industrials,Railroads
ETNB,Healthcare,Biotechnology
NFE,Energy,Oil & Gas Midstream
PONY,Technology,Information Technology Services
LYFT,Technology,Software - Application
SMCI,Technology,Computer Hardware
JD,Consumer Cyclical,Internet Retail
SBET,Consumer Cyclical,Gambling
XRX,Technology,Information Technology Services
HIVE,Financial,Capital Markets
NVTS,Technology,Semiconductors
APLD,Technology,Information Technology Services
MRVL,Technology,Semiconductors
SERV,Industrials,Specialty Industrial Machinery
WEN,Consumer Cyclical,Restaurants
TLRY,Healthcare,Drug Manufacturers - Specialty & Generic
KHC,Consumer Defensive,Packaged Foods
AGNC,Real Estate,REIT - Mortgage
AUR,Technology,Information Technology Services
KTOS,Industrials,Aerospace & Defense
EOSE,Industrials,Electrical Equipment & Parts
HBAN,Financial,Banks - Regional
NTNX,Technology,Software - Infrastructure
IREN,Financial,Capital Markets
HST,Real Estate,REIT - Hotel & Motel
LAES,Technology,Semiconductors
MU,Technology,Semiconductors
CIFR,Financial,Capital Markets
AVGO,Technology,Semiconductors
ENPH,Technology,Solar
GOOG,Communication Services,Internet Content & Information
NAKA,Healthcare,Medical Care Facilities
RIOT,Financial,Capital Markets
VTRS,Healthcare,Drug Manufacturers - Specialty & Generic
ONDS,Technology,Communication Equipment
CLSK,Financial,Capital Markets
CRWV,Technology,Software - Infrastructure
CSCO,Technology,Communication Equipment
MSFT,Technology,Software - Infrastructure
TTD,Communication Services,Advertising Agencies
GRAB,Technology,Software - Application
RXRX,Healthcare,Biotechnology
CMCSA,Communication Services,Telecom Services
WULF,Financial,Capital Markets
AMD,Technology,Semiconductors
GOOGL,Communication Services,Internet Content & Information
CAN,Technology,Computer Hardware
CZR,Consumer Cyclical,Resorts & Casinos
RR,Industrials,Specialty Industrial Machinery
MARA,Financial,Capital Markets
BTBT,Financial,Capital Markets
RIVN,Consumer Cyclical,Auto Manufacturers
APP,Communication Services,Advertising Agencies
SOFI,Financial,Credit Services
AAL,Industrials,Airlines
SOUN,Technology,Software - Application
TSLA,Consumer Cyclical,Auto Manufacturers
AMZN,Consumer Cyclical,Internet Retail
QUBT,Technology,Computer Hardware
BITF,Financial,Capital Markets
PLTR,Technology,Software - Infrastructure
RGTI,Technology,Computer Hardware
PLUG,Industrials,Electrical Equipment & Parts
AAPL,Technology,Consumer Electronics
WBD,Communication Services,Entertainment
HOOD,Financial,Capital Markets
INTC,Technology,Semiconductors
OPEN,Real Estate,Real Estate Services
NVDA,Technology,Semiconductors
