Ticker,Sector,Industry
POR,Utilities,Utilities - Regulated Electric
POWI,Technology,Semiconductors
POWL,Industrials,Electrical Equipment & Parts
PPBI,Financial,Banks - Regional
PRCT,Healthcare,Medical Devices
PRGS,Technology,Software - Infrastructure
PRIM,Industrials,Engineering & Construction
PRK,Financial,Banks - Regional
PRKS,Consumer Cyclical,Leisure
PRM,Basic Materials,Specialty Chemicals
PRVA,Healthcare,Health Information Services
PSIX,Industrials,Specialty Industrial Machinery
PSMT,Consumer Defensive,Discount Stores
PTCT,Healthcare,Biotechnology
PTEN,Energy,Oil & Gas Drilling
PTGX,Healthcare,Biotechnology
PTON,Consumer Cyclical,Leisure
QBTS,Technology,Computer Hardware
QLYS,Technology,Software - Infrastructure
QTWO,Technology,Software - Application
QUBT,Technology,Computer Hardware
RAMP,Technology,Software - Infrastructure
RDN,Financial,Insurance - Specialty
RDNT,Healthcare,Diagnostics & Research
RDW,Industrials,Aerospace & Defense
RELY,Technology,Software - Infrastructure
REVG,Industrials,Farm & Heavy Construction Machinery
REZI,Industrials,Industrial Distribution
RGTI,Technology,Computer Hardware
RHP,Real Estate,REIT - Hotel & Motel
RIG,Energy,Oil & Gas Drilling
RIOT,Financial,Capital Markets
RMBS,Technology,Semiconductors
RNA,Healthcare,Biotechnology
RNST,Financial,Banks - Regional
ROAD,Industrials,Engineering & Construction
RRR,Consumer Cyclical,Resorts & Casinos
RSI,Consumer Cyclical,Gambling
RUM,Communication Services,Internet Content & Information
RUN,Technology,Solar
RUSHA,Consumer Cyclical,Auto & Truck Dealerships
RXO,Industrials,Trucking
RXRX,Healthcare,Biotechnology
RYTM,Healthcare,Biotechnology
SAH,Consumer Cyclical,Auto & Truck Dealerships
SANM,Technology,Electronic Components
SATS,Communication Services,Telecom Services
SBCF,Financial,Banks - Regional
SBRA,Real Estate,REIT - Healthcare Facilities
SEI,Energy,Oil & Gas Equipment & Services
SEZL,Financial,Credit Services
SFBS,Financial,Banks - Regional
SFNC,Financial,Banks - Regional
SGHC,Consumer Cyclical,Gambling
SGRY,Healthcare,Medical Care Facilities
SHAK,Consumer Cyclical,Restaurants
SIG,Consumer Cyclical,Luxury Goods
SIGI,Financial,Insurance - Property & Casualty
SITM,Technology,Semiconductors
SKT,Real Estate,REIT - Retail
SKWD,Financial,Insurance - Property & Casualty
SKY,Consumer Cyclical,Residential Construction
SKYW,Industrials,Airlines
SLAB,Technology,Semiconductors
SLG,Real Estate,REIT - Office
SLNO,Healthcare,Biotechnology
SLVM,Basic Materials,Paper & Paper Products
SM,Energy,Oil & Gas E&P
SMPL,Consumer Defensive,Packaged Foods
SMR,Industrials,Specialty Industrial Machinery
SMTC,Technology,Semiconductors
SNEX,Financial,Capital Markets
SOC,Energy,Oil & Gas Drilling
SOUN,Technology,Software - Application
SPNT,Financial,Insurance - Reinsurance
SPSC,Technology,Software - Application
SPXC,Industrials,Building Products & Equipment
SR,Utilities,Utilities - Regulated Gas
SRRK,Healthcare,Biotechnology
SSRM,Basic Materials,Gold
STEP,Financial,Asset Management
STNE,Technology,Software - Infrastructure
STNG,Energy,Oil & Gas Midstream
STR,Energy,Oil & Gas E&P
STRL,Industrials,Engineering & Construction
SWX,Utilities,Utilities - Regulated Gas
SXI,Industrials,Specialty Industrial Machinery
SXT,Basic Materials,Specialty Chemicals
SYBT,Financial,Banks - Regional
SYNA,Technology,Semiconductors
TBBK,Financial,Banks - Regional
TCBI,Financial,Banks - Regional
TDS,Communication Services,Telecom Services
TDW,Energy,Oil & Gas Equipment & Services
TENB,Technology,Software - Infrastructure
TEX,Industrials,Farm & Heavy Construction Machinery
TGI,Industrials,Aerospace & Defense
TGLS,Basic Materials,Building Materials
TGNA,Communication Services,Broadcasting
TGTX,Healthcare,Biotechnology
TMDX,Healthcare,Medical Devices
TMHC,Consumer Cyclical,Residential Construction
TNET,Industrials,Staffing & Employment Services
TOWN,Financial,Banks - Regional
TPC,Industrials,Engineering & Construction
TPH,Consumer Cyclical,Residential Construction
TR,Consumer Defensive,Confectioners
TRIP,Consumer Cyclical,Travel Services
TRMK,Financial,Banks - Regional
TRN,Industrials,Railroads
TRNO,Real Estate,REIT - Industrial
TRUP,Financial,Insurance - Property & Casualty
TTAM,Basic Materials,Building Materials
TTMI,Technology,Electronic Components
TWST,Healthcare,Diagnostics & Research
TXNM,Utilities,Utilities - Regulated Electric
UBSI,Financial,Banks - Regional
UCB,Financial,Banks - Regional
UE,Real Estate,REIT - Retail
UEC,Energy,Uranium
UFPI,Basic Materials,Lumber & Wood Production
UMBF,Financial,Banks - Regional
UNF,Industrials,Specialty Business Services
UPST,Financial,Credit Services
URBN,Consumer Cyclical,Apparel Retail
USLM,Basic Materials,Building Materials
UTZ,Consumer Defensive,Packaged Foods
UUUU,Energy,Uranium
VAC,Consumer Cyclical,Resorts & Casinos
VAL,Energy,Oil & Gas Equipment & Services
VC,Consumer Cyclical,Auto Parts
VCEL,Healthcare,Biotechnology
VCTR,Financial,Asset Management
VERX,Technology,Software - Application
VIAV,Technology,Communication Equipment
VICR,Technology,Electronic Components
VLY,Financial,Banks - Regional
VRNS,Technology,Software - Infrastructure
VRRM,Technology,Information Technology Services
VSEC,Industrials,Aerospace & Defense
VSH,Technology,Semiconductors
WAFD,Financial,Banks - Regional
WAY,Healthcare,Health Information Services
WD,Financial,Mortgage Finance
WDFC,Basic Materials,Specialty Chemicals
WGS,Healthcare,Diagnostics & Research
WHD,Energy,Oil & Gas Equipment & Services
WK,Technology,Software - Application
WLY,Communication Services,Publishing
WMK,Consumer Defensive,Grocery Stores
WNS,Technology,Information Technology Services
WOR,Industrials,Metal Fabrication
WRBY,Healthcare,Medical Instruments & Supplies
WSBC,Financial,Banks - Regional
WSFS,Financial,Banks - Regional
WT,Financial,Asset Management
WTS,Industrials,Specialty Industrial Machinery
XENE,Healthcare,Biotechnology
YELP,Communication Services,Internet Content & Information
YOU,Technology,Software - Application
ZETA,Technology,Software - Infrastructure
ZGN,Consumer Cyclical,Apparel Manufacturing
ZWS,Industrials,Pollution & Treatment Controls
